temperature,humidity,light_intensity,noise_level,pir_motion,ultrasonic_distance,person_count,door_state,window_state,co2_level,gas_leak,smoke_detected,rain_detected,energy_usage,voice_command,room_type,time_of_day,device,state
39.56,70.63,61.74,20.2,0,47.89,2,open,open,324.69,1,1,0,1528.72,I am home,kitchen,afternoon,fan,ON
37.31,50.54,88.77,49.1,1,91.28,0,closed,closed,361.99,0,0,0,1932.04,good night,bathroom,afternoon,ac,ON
36.72,57.39,20.14,88.58,1,39.46,1,open,open,1604.04,1,0,1,1552.15,turn off everything,living_room,evening,fan,ON
33.73,75.43,0.72,43.14,1,230.41,2,closed,open,569.01,0,1,1,79.18,turn off the fan,bathroom,night,fan,ON
34.11,56.62,45.82,58.82,0,194.63,0,open,closed,746.63,1,1,0,516.36,open the window,bedroom,afternoon,fan,ON
22.23,53.75,37.75,34.48,0,207.74,2,open,open,1666.97,0,0,1,294.18,open the window,bedroom,afternoon,window,CLOSE
22.11,49.6,74.42,78.64,1,230.0,1,open,closed,627.51,1,1,1,569.66,turn on the light,bathroom,morning,fan,ON
37.61,49.86,26.35,80.28,0,169.18,1,closed,closed,1585.9,1,1,0,933.6,turn off the fan,kitchen,morning,fan,ON
29.52,86.52,5.96,31.6,0,117.13,3,closed,open,1569.49,1,1,1,704.77,good night,bedroom,afternoon,fan,ON
37.12,65.81,95.82,74.78,0,143.24,2,open,closed,825.67,1,0,1,356.67,I am home,living_room,afternoon,fan,ON
22.38,37.49,91.59,32.68,1,77.7,3,closed,open,540.43,1,1,1,450.03,turn on the light,living_room,evening,fan,ON
24.44,72.3,94.87,12.22,1,87.93,3,open,closed,1095.31,0,0,1,1388.12,it's hot,living_room,evening,ac,ON
34.82,48.41,59.04,11.25,1,145.15,0,open,open,1753.14,0,1,0,1860.08,I am home,kitchen,morning,fan,ON
21.08,29.11,18.5,24.31,1,199.82,1,closed,open,313.64,0,1,1,1270.84,close the door,bedroom,morning,fan,ON
36.82,32.93,33.2,36.11,1,204.81,3,open,closed,641.08,1,1,1,150.22,close the door,kitchen,evening,fan,ON
28.6,89.33,64.48,13.29,0,257.33,0,closed,open,1320.7,0,1,0,167.24,start the geyser,bedroom,evening,fan,ON
39.02,84.45,23.55,12.64,1,196.76,1,open,closed,1039.51,0,0,0,1212.36,turn off everything,bathroom,morning,ac,ON
24.35,61.66,59.13,44.86,1,217.37,3,closed,closed,664.37,0,0,0,1668.58,good morning,bedroom,afternoon,light,ON
17.33,36.57,14.57,26.18,1,276.42,3,closed,closed,825.31,0,1,1,573.67,turn off the fan,bedroom,morning,fan,ON
23.18,81.34,1.16,46.44,1,94.39,3,open,open,783.3,1,1,1,1291.76,turn off the fan,bathroom,morning,fan,ON
37.27,64.06,1.25,47.62,0,193.75,2,open,closed,1854.84,0,0,1,195.64,open the window,bathroom,afternoon,window,OPEN
36.28,38.72,72.4,56.11,1,249.67,1,open,closed,834.34,0,1,0,476.67,close the door,kitchen,evening,fan,ON
17.4,75.31,37.34,66.08,0,296.92,2,open,closed,487.76,1,1,0,1548.58,I am home,living_room,afternoon,fan,ON
37.23,79.78,97.72,88.21,1,297.67,3,open,open,428.18,1,0,0,613.32,turn off the fan,living_room,evening,fan,ON
24.1,51.96,4.82,35.1,1,299.74,0,closed,open,1841.63,0,1,1,258.43,good night,kitchen,night,fan,ON
38.18,76.54,7.45,56.5,1,160.7,3,open,closed,767.5,0,1,1,1043.53,open the window,bedroom,night,fan,ON
25.59,53.99,82.75,14.08,1,142.54,3,open,open,1521.33,1,0,1,1955.26,turn on the light,living_room,evening,fan,ON
34.62,34.61,7.91,60.51,1,136.61,1,closed,closed,1634.61,1,1,1,955.16,good night,bathroom,afternoon,fan,ON
39.59,41.88,20.25,66.76,1,74.21,3,closed,open,1317.05,0,1,1,1660.3,turn off the fan,kitchen,afternoon,fan,ON
38.96,58.92,87.2,67.6,1,191.89,2,closed,open,1470.1,0,1,1,1984.0,turn off the fan,bedroom,morning,fan,ON
26.33,43.02,58.28,27.08,0,227.07,3,closed,closed,1959.58,1,1,1,1808.14,turn on the light,living_room,evening,fan,ON
39.25,56.66,49.23,10.01,0,17.68,2,closed,closed,387.38,1,0,0,1062.87,turn off everything,bathroom,night,fan,ON
39.81,36.62,88.11,48.6,1,136.98,1,closed,closed,1132.15,1,1,0,403.24,good night,kitchen,morning,fan,ON
19.54,32.18,72.69,36.13,1,204.23,1,closed,closed,1336.01,1,1,0,1227.05,turn on the light,kitchen,afternoon,fan,ON
31.81,49.25,80.9,19.96,1,284.9,1,open,closed,1556.67,1,0,0,295.41,start the geyser,bathroom,afternoon,fan,ON
26.77,75.82,31.73,41.63,1,208.29,2,open,open,1889.76,0,1,1,1472.11,open the window,living_room,morning,fan,ON
36.54,54.39,96.61,30.55,1,262.03,1,open,open,1995.16,1,1,1,1303.1,open the window,kitchen,evening,fan,ON
18.44,74.8,10.59,19.43,0,73.15,2,open,closed,854.11,1,1,1,1312.55,open the window,kitchen,morning,fan,ON
19.34,89.02,76.75,49.11,0,254.19,2,open,closed,1341.83,1,0,1,608.0,good morning,bathroom,morning,fan,ON
24.91,84.32,53.45,29.76,1,207.22,0,closed,closed,1867.16,0,0,1,1758.56,good morning,living_room,evening,window,OPEN
33.84,87.78,38.33,24.25,0,196.98,3,open,open,1130.26,1,0,1,1096.69,turn off everything,living_room,night,fan,ON
24.09,63.91,27.56,70.62,1,224.85,1,open,open,953.16,1,0,0,325.66,I am home,living_room,night,fan,ON
16.53,49.87,94.64,52.33,1,243.61,2,open,closed,806.77,1,0,1,985.94,turn off the fan,kitchen,night,fan,ON
37.78,38.59,23.06,87.57,1,142.16,3,closed,closed,1982.49,1,1,0,785.86,it's hot,bathroom,morning,fan,ON
17.83,37.62,13.11,43.5,1,47.59,0,closed,closed,655.01,1,1,1,406.06,good night,bedroom,evening,fan,ON
23.21,79.85,57.96,42.89,0,285.43,1,open,open,1030.47,0,0,0,26.63,open the window,bathroom,evening,camera,STANDBY
28.64,89.95,29.0,23.38,0,97.91,1,closed,closed,1216.0,0,0,1,1728.58,I am home,living_room,night,window,OPEN
25.57,61.52,59.25,49.39,0,27.25,2,open,open,700.19,0,1,1,1957.32,close the door,living_room,evening,fan,ON
25.86,75.8,57.77,41.18,0,137.6,3,open,open,401.81,0,0,1,135.11,close the door,bedroom,afternoon,window,CLOSE
38.2,52.85,11.31,28.71,1,263.27,2,closed,open,885.49,1,0,0,1932.47,open the window,kitchen,evening,fan,ON
23.98,71.19,17.61,84.65,1,145.46,3,closed,closed,329.52,1,0,1,618.64,turn off everything,bathroom,afternoon,fan,ON
25.96,37.37,40.47,83.45,0,242.43,1,open,open,432.17,1,0,0,625.07,good night,living_room,night,fan,ON
22.63,50.42,6.68,37.65,1,250.78,3,closed,closed,1990.32,0,1,1,184.18,it's hot,bedroom,night,fan,ON
31.27,33.15,42.74,63.27,0,175.27,3,closed,open,1019.26,1,1,1,625.38,I am leaving,living_room,evening,fan,ON
36.21,73.69,5.15,27.15,0,211.37,0,closed,open,384.66,0,1,0,1933.32,open the window,kitchen,morning,fan,ON
38.63,35.08,85.47,24.14,1,202.49,1,closed,closed,821.3,0,0,0,1952.9,it's hot,living_room,night,ac,ON
27.95,20.64,54.83,77.81,1,63.96,1,closed,open,535.78,0,0,1,1960.89,start the geyser,bedroom,morning,window,CLOSE
39.0,61.69,12.64,16.14,1,282.26,1,closed,closed,698.58,0,0,1,566.63,turn on the light,living_room,morning,ac,ON
29.14,80.11,51.93,83.82,0,230.68,3,closed,open,811.97,0,1,1,1754.72,close the door,bedroom,night,fan,ON
38.54,37.79,27.06,53.15,1,262.11,2,open,closed,815.64,0,0,0,1085.05,I am leaving,kitchen,afternoon,ac,ON
27.4,23.17,35.27,82.09,1,47.36,2,closed,open,605.84,0,1,1,722.41,turn off the fan,bedroom,afternoon,fan,ON
35.06,27.32,47.82,77.96,0,287.68,3,open,open,623.81,0,0,1,419.52,turn off everything,bedroom,evening,window,CLOSE
19.56,58.19,27.55,23.3,0,245.35,0,open,closed,337.11,0,1,1,673.74,turn off everything,bedroom,evening,fan,ON
25.3,65.03,70.17,39.46,0,222.53,2,open,open,1054.3,1,0,0,701.99,turn on the light,living_room,morning,fan,ON
22.7,37.07,11.09,10.72,1,156.6,3,open,open,1302.29,0,1,0,589.44,I am home,kitchen,evening,fan,ON
21.22,47.57,79.37,35.55,1,97.98,0,open,open,1647.53,1,0,0,788.65,good night,bedroom,evening,fan,ON
34.24,47.62,91.55,29.64,1,32.41,1,closed,open,1415.29,0,1,0,1746.73,good morning,kitchen,night,fan,ON
34.51,37.89,59.14,46.9,1,67.94,2,open,closed,1929.11,1,1,1,355.1,good night,bedroom,afternoon,fan,ON
39.91,58.62,24.56,85.34,1,35.27,0,closed,open,1679.65,0,0,1,5.9,I am leaving,bathroom,evening,window,CLOSE
21.22,52.28,73.98,69.77,0,57.87,0,closed,open,1908.57,1,0,1,1841.42,it's hot,bedroom,afternoon,fan,ON
16.35,70.43,7.44,68.51,0,284.34,3,open,open,1586.59,1,0,0,1218.49,close the door,kitchen,morning,fan,ON
18.63,27.89,61.4,42.95,0,201.45,0,closed,open,1436.85,1,1,0,607.84,close the door,bedroom,evening,fan,ON
30.67,48.8,35.3,51.62,1,52.89,0,open,open,1616.33,1,1,1,1855.92,close the door,kitchen,night,fan,ON
23.99,78.22,89.08,84.83,1,22.83,1,open,closed,1972.17,1,1,0,1522.66,good night,bedroom,night,fan,ON
35.94,86.48,64.29,39.56,1,220.15,3,closed,closed,855.59,1,1,1,876.67,start the geyser,kitchen,afternoon,fan,ON
25.65,32.36,80.85,67.82,0,53.84,3,closed,closed,1414.15,0,0,0,1412.48,close the door,bedroom,afternoon,window,OPEN
38.19,60.45,89.04,74.77,0,97.0,1,open,closed,1615.66,0,0,0,1852.08,open the window,living_room,afternoon,window,OPEN
22.33,29.04,12.5,44.71,0,112.1,1,closed,open,1675.51,0,1,0,79.65,open the window,bathroom,night,fan,ON
16.19,24.22,8.27,84.46,0,115.24,1,open,open,1866.8,1,1,0,1090.46,good night,bathroom,afternoon,fan,ON
17.4,84.71,72.44,39.34,0,275.86,3,closed,open,719.27,0,1,0,503.31,I am leaving,living_room,afternoon,fan,ON
24.97,60.12,59.05,54.98,0,255.31,0,closed,closed,888.34,0,0,1,605.96,open the window,kitchen,night,light,OFF
27.99,64.67,6.47,62.13,0,266.56,3,open,open,775.01,1,0,1,1256.12,good morning,living_room,night,fan,ON
17.09,89.44,3.31,63.83,0,42.32,2,closed,closed,1184.61,0,1,0,1234.4,open the window,living_room,afternoon,fan,ON
17.25,24.83,93.51,89.21,0,165.72,1,open,closed,1761.36,0,1,0,1577.95,turn off the fan,living_room,afternoon,fan,ON
35.86,76.23,18.13,85.04,0,79.43,1,open,open,1693.8,1,1,0,1000.36,turn off everything,bathroom,night,fan,ON
31.28,29.15,74.0,51.05,0,228.68,0,closed,open,1070.49,0,1,1,1906.02,start the geyser,kitchen,afternoon,fan,ON
16.48,83.41,31.51,73.32,0,230.01,2,closed,closed,911.38,1,0,1,382.93,turn off the fan,bedroom,evening,fan,ON
22.41,78.19,47.9,11.32,0,220.39,2,open,open,946.34,1,1,1,1188.43,close the door,kitchen,evening,fan,ON
23.81,73.54,87.6,48.11,0,147.17,2,open,open,1055.21,1,0,1,188.06,start the geyser,kitchen,evening,fan,ON
27.99,39.49,51.48,71.88,0,213.23,3,closed,closed,723.82,0,1,0,1128.12,it's hot,kitchen,evening,fan,ON
27.03,27.48,88.78,82.94,0,179.63,1,open,closed,691.98,0,0,1,1575.17,good night,bathroom,evening,light,OFF
35.79,46.31,69.3,24.0,1,163.38,2,open,open,1554.93,1,1,0,1067.31,turn off everything,living_room,afternoon,fan,ON
16.77,23.5,51.94,14.82,0,150.66,1,closed,open,1172.51,0,1,0,1422.2,turn on the light,living_room,afternoon,fan,ON
23.63,38.65,97.45,60.08,1,297.59,0,closed,open,437.25,0,1,1,1712.85,close the door,bedroom,evening,fan,ON
32.62,78.52,67.54,25.7,0,269.72,2,closed,open,1783.08,0,1,1,43.19,good morning,kitchen,afternoon,fan,ON
20.9,36.14,54.47,76.62,1,271.33,3,closed,open,1468.21,0,1,0,112.59,open the window,bathroom,morning,fan,ON
32.26,55.29,12.08,58.7,1,151.06,2,open,open,1369.69,1,0,0,223.09,turn on the light,bedroom,afternoon,fan,ON
29.38,55.36,27.89,19.03,0,242.35,2,closed,open,949.61,0,1,0,11.68,I am home,bathroom,afternoon,fan,ON
36.42,81.72,97.71,53.46,1,202.13,1,closed,open,1998.24,0,0,0,1193.05,close the door,bathroom,morning,window,OPEN
37.42,30.47,4.95,10.7,0,194.44,3,open,closed,1841.72,1,0,1,925.48,I am home,bedroom,morning,fan,ON
24.1,64.82,86.83,46.13,1,195.86,2,closed,closed,1008.66,0,1,1,1785.36,I am home,bedroom,morning,fan,ON
35.85,37.27,74.5,19.02,1,246.11,3,closed,closed,802.97,1,1,1,1001.6,I am leaving,kitchen,night,fan,ON
31.03,28.92,17.2,53.05,1,215.43,3,open,closed,1541.51,0,0,0,1527.07,open the window,living_room,afternoon,window,OPEN
30.69,33.7,13.46,72.9,0,166.98,0,open,closed,1168.36,1,0,0,997.7,turn off the fan,kitchen,afternoon,fan,ON
35.65,50.4,26.18,43.02,0,226.26,0,closed,closed,850.53,1,0,1,1903.26,good night,bathroom,night,fan,ON
31.38,84.91,24.14,69.34,1,27.41,2,closed,open,939.04,0,1,0,367.73,I am leaving,bathroom,morning,fan,ON
25.5,86.0,91.85,33.36,0,173.71,3,open,open,382.73,1,0,0,1416.52,open the window,kitchen,morning,fan,ON
22.87,71.95,60.72,74.51,1,225.76,0,closed,open,895.41,0,1,1,1845.41,I am leaving,bedroom,night,fan,ON
16.32,65.53,82.22,77.76,1,122.69,1,closed,open,987.1,1,0,1,210.35,it's hot,bathroom,morning,fan,ON
34.81,55.7,90.15,38.3,0,276.21,2,closed,closed,1427.01,0,1,0,926.08,it's hot,bedroom,afternoon,fan,ON
17.45,49.72,69.52,79.2,0,219.44,1,closed,open,1421.32,0,1,0,555.13,close the door,kitchen,afternoon,fan,ON
16.97,30.63,14.23,72.62,0,223.83,3,open,closed,745.74,1,1,0,1500.52,good night,living_room,afternoon,fan,ON
39.66,62.2,51.65,68.99,0,165.98,0,open,open,325.55,1,1,1,1175.97,good night,kitchen,night,fan,ON
25.39,25.43,30.3,62.76,1,289.73,0,closed,open,1396.62,0,0,1,1207.71,it's hot,bedroom,evening,window,CLOSE
30.99,64.64,51.66,53.57,0,249.9,2,closed,closed,845.76,1,1,0,1913.41,turn off the fan,bedroom,afternoon,fan,ON
20.25,35.59,52.81,39.85,1,103.58,2,closed,closed,1080.05,1,0,1,1431.55,it's hot,kitchen,evening,fan,ON
30.4,62.13,99.23,29.33,0,288.29,2,open,closed,495.35,1,1,1,1508.96,start the geyser,kitchen,morning,fan,ON
32.27,68.99,10.22,65.75,1,69.88,2,open,closed,1965.98,1,0,0,55.09,close the door,bathroom,morning,fan,ON
36.13,21.24,0.32,59.83,1,154.59,0,open,open,443.79,1,1,1,363.19,turn off the fan,bathroom,morning,fan,ON
30.91,46.72,85.54,74.96,1,28.61,2,closed,closed,1909.8,1,1,0,1748.76,good morning,kitchen,evening,fan,ON
32.34,83.68,3.92,73.56,1,214.67,1,open,open,792.52,1,0,0,506.13,good morning,bathroom,morning,fan,ON
26.27,42.46,40.46,22.08,0,122.6,1,closed,closed,1732.86,0,1,1,824.68,I am home,kitchen,afternoon,fan,ON
22.31,41.08,39.58,45.69,0,253.42,0,open,closed,484.71,1,1,1,643.45,it's hot,bathroom,night,fan,ON
39.93,75.15,55.42,61.3,1,10.23,0,closed,closed,1163.98,1,1,0,818.78,turn off the fan,bedroom,afternoon,fan,ON
34.08,31.77,59.55,47.21,1,240.72,1,open,open,1249.53,0,0,0,1187.67,turn off everything,bathroom,afternoon,window,OPEN
18.66,61.68,70.28,33.87,0,121.59,1,open,closed,1273.01,0,0,0,911.46,turn on the light,bathroom,morning,window,OPEN
24.72,69.22,23.62,52.13,1,140.01,2,closed,open,1851.17,1,1,1,149.62,open the window,bedroom,evening,fan,ON
16.1,49.3,7.01,80.34,1,115.35,3,closed,closed,1977.7,1,1,1,1804.4,good night,bedroom,night,fan,ON
19.77,60.2,65.04,39.89,1,60.17,2,closed,open,1630.23,1,0,1,1722.85,good morning,living_room,morning,fan,ON
20.8,30.75,51.77,85.52,0,255.47,1,open,open,1679.84,1,0,0,1006.31,turn on the light,bathroom,night,fan,ON
22.4,65.94,93.83,14.45,1,17.5,1,closed,closed,1783.79,0,0,0,505.03,close the door,kitchen,night,light,OFF
21.07,67.02,64.48,37.85,0,219.62,2,closed,closed,1497.63,0,0,0,1231.85,turn off the fan,bedroom,afternoon,window,OPEN
29.27,28.44,12.89,49.65,1,204.59,1,closed,open,1997.98,0,1,0,1985.96,turn off the fan,bathroom,morning,fan,ON
24.92,30.13,28.87,65.48,0,43.32,3,closed,open,1408.3,0,1,1,1509.22,turn on the light,bedroom,evening,fan,ON
31.12,64.87,22.42,23.65,0,271.9,0,open,open,867.29,0,1,0,1382.07,I am leaving,bathroom,afternoon,fan,ON
33.1,58.96,46.54,17.33,1,198.41,1,open,open,1331.88,1,0,0,1067.61,good night,kitchen,evening,fan,ON
37.61,57.61,30.18,13.0,1,160.79,0,closed,closed,495.11,0,1,1,1488.72,open the window,bathroom,morning,fan,ON
26.1,87.97,52.36,82.33,0,132.86,1,open,closed,1611.84,0,1,1,318.56,open the window,kitchen,evening,fan,ON
20.47,20.1,15.82,89.69,1,272.93,0,open,closed,364.03,0,1,1,195.78,close the door,bedroom,morning,fan,ON
33.25,48.6,75.3,67.7,0,136.75,1,open,closed,876.09,1,0,1,441.03,I am home,living_room,evening,fan,ON
32.41,34.88,41.99,12.76,0,288.06,0,closed,closed,370.62,1,1,1,1534.25,good morning,bathroom,afternoon,fan,ON
23.44,44.43,25.14,34.79,0,175.72,0,open,open,370.71,1,0,1,732.88,I am home,bedroom,afternoon,fan,ON
29.83,56.66,10.86,15.62,0,131.51,3,closed,closed,846.73,0,1,0,1241.59,turn off everything,living_room,evening,fan,ON
29.68,88.7,10.97,73.44,1,169.91,0,open,open,1815.53,1,1,0,1681.26,turn off everything,living_room,evening,fan,ON
24.5,60.19,56.74,31.02,1,230.76,2,closed,open,1181.27,0,1,1,30.67,open the window,living_room,evening,fan,ON
33.41,21.74,32.85,85.55,1,20.52,3,open,closed,1989.63,1,1,0,941.07,open the window,bedroom,evening,fan,ON
31.7,45.4,59.48,12.65,0,99.75,3,open,closed,349.82,0,0,0,1476.5,start the geyser,kitchen,evening,ac,ON
24.98,81.55,54.65,10.01,1,150.21,3,open,open,1423.64,1,0,1,682.77,start the geyser,bathroom,morning,fan,ON
23.68,78.93,10.33,38.88,1,168.62,3,open,closed,773.28,1,0,0,208.72,start the geyser,kitchen,afternoon,fan,ON
37.29,72.03,73.25,67.68,1,178.54,0,closed,closed,1356.93,0,0,1,252.67,open the window,bathroom,night,window,OPEN
32.19,42.33,30.43,42.59,0,195.8,1,open,closed,1920.64,0,0,1,454.63,it's hot,living_room,morning,window,OPEN
25.96,25.52,3.52,45.08,1,209.96,0,closed,closed,546.15,0,1,0,1331.16,good night,living_room,evening,fan,ON
26.39,47.6,77.92,21.7,0,59.91,0,open,closed,434.13,1,1,0,1593.82,turn off everything,bathroom,night,fan,ON
32.26,24.53,32.74,21.5,0,181.05,1,open,open,700.94,1,1,0,1936.19,open the window,bedroom,afternoon,fan,ON
34.64,72.46,65.42,41.43,0,215.89,2,closed,open,1003.32,1,0,0,1166.64,it's hot,living_room,morning,fan,ON
19.86,48.11,77.59,53.01,1,111.46,3,closed,closed,1656.75,1,0,1,142.63,open the window,bathroom,morning,fan,ON
19.85,55.17,75.69,12.78,0,81.95,1,closed,closed,896.93,0,0,0,1952.97,start the geyser,kitchen,evening,fan,OFF
16.12,43.45,27.81,52.5,0,143.96,0,closed,closed,708.77,1,0,1,45.45,it's hot,bedroom,afternoon,fan,ON
31.87,66.53,23.82,29.56,1,144.6,1,open,open,858.66,0,0,0,1229.13,turn off the fan,living_room,morning,ac,ON
38.79,77.56,85.76,31.45,1,247.32,3,closed,closed,1478.22,1,1,0,12.47,good night,bedroom,evening,fan,ON
27.33,73.42,66.32,61.87,1,98.01,0,open,open,1894.14,0,1,0,19.96,good night,living_room,afternoon,fan,ON
19.67,67.63,98.58,33.75,0,183.95,3,open,open,589.74,0,1,1,698.53,good night,bathroom,evening,fan,ON
18.24,82.01,67.53,15.19,1,71.29,3,closed,open,681.84,1,0,1,1821.36,good night,kitchen,night,fan,ON
22.99,67.32,6.53,66.71,1,177.17,3,closed,open,830.84,1,0,1,1456.28,start the geyser,living_room,afternoon,fan,ON
21.99,64.85,91.1,37.44,1,235.69,3,closed,open,1692.71,1,1,0,404.64,turn on the light,kitchen,evening,fan,ON
18.5,36.34,99.14,47.04,0,148.81,2,closed,closed,1871.67,1,1,1,1435.59,I am leaving,living_room,morning,fan,ON
27.44,85.2,51.83,43.53,1,63.97,0,open,closed,1789.05,0,1,1,254.18,open the window,kitchen,morning,fan,ON
25.66,65.31,43.39,58.81,0,202.05,3,open,closed,732.65,1,1,1,460.32,I am leaving,kitchen,morning,fan,ON
22.03,57.03,7.27,77.47,0,121.11,2,open,open,398.71,1,0,1,35.56,open the window,kitchen,evening,fan,ON
19.28,78.04,39.06,32.36,1,148.71,1,open,closed,652.58,1,0,1,410.07,good morning,living_room,evening,fan,ON
32.14,49.51,10.69,36.63,1,231.78,1,closed,closed,1788.59,1,0,1,844.76,I am leaving,bedroom,evening,fan,ON
29.34,33.02,91.74,88.15,1,272.46,0,open,open,448.41,0,0,0,843.83,turn on the light,kitchen,evening,light,OFF
26.9,27.44,81.29,36.06,1,135.28,0,closed,closed,1893.93,1,0,1,1949.9,turn on the light,living_room,morning,fan,ON
20.57,63.98,26.59,66.41,1,286.76,3,closed,open,1532.41,0,0,1,1146.41,good night,living_room,night,window,CLOSE
19.23,32.45,99.48,16.22,1,40.11,3,open,open,917.1,0,0,0,826.93,good morning,bedroom,morning,geyser,ON
29.85,33.04,42.77,13.82,1,149.26,1,closed,open,513.61,1,0,0,1740.56,close the door,bathroom,evening,fan,ON
25.42,56.88,75.22,39.96,1,211.14,1,closed,open,1301.75,1,0,0,1290.79,good morning,kitchen,night,fan,ON
25.38,40.88,95.6,36.55,1,51.31,3,closed,closed,446.0,0,1,0,579.58,good night,kitchen,evening,fan,ON
20.8,44.92,1.23,64.2,0,213.6,3,open,closed,1975.23,0,0,1,1829.37,good morning,kitchen,morning,light,ON
33.92,71.55,19.25,85.84,1,82.46,1,open,closed,400.78,1,0,0,930.19,open the window,kitchen,morning,fan,ON
37.56,50.63,97.54,19.36,1,27.76,2,closed,open,1371.52,0,1,1,147.38,good night,kitchen,night,fan,ON
32.95,20.4,12.21,46.13,0,12.95,2,open,closed,1176.79,0,1,1,1532.18,start the geyser,bedroom,afternoon,fan,ON
35.59,28.75,45.06,83.19,1,108.32,1,open,open,1057.89,0,0,1,656.58,open the window,living_room,morning,window,CLOSE
29.36,68.52,45.48,51.98,1,41.44,1,open,open,1357.54,1,1,1,929.46,start the geyser,kitchen,evening,fan,ON
19.58,35.37,76.41,61.1,0,230.89,0,open,open,1149.99,1,0,1,998.54,I am leaving,kitchen,morning,fan,ON
34.99,38.24,83.97,48.36,0,198.21,0,closed,open,523.21,0,1,1,130.81,turn off everything,bedroom,afternoon,fan,ON
37.68,46.01,51.59,71.65,1,10.52,3,closed,closed,697.87,0,0,1,486.05,turn off everything,bedroom,evening,ac,ON
18.17,30.75,79.61,58.51,0,111.34,3,open,open,1378.92,1,1,1,505.89,turn off the fan,living_room,morning,fan,ON
29.39,44.06,23.14,61.07,1,188.75,1,closed,closed,667.52,0,1,1,347.11,I am home,bedroom,night,fan,ON
19.69,87.72,74.32,24.3,0,70.6,1,open,closed,900.89,1,0,1,185.62,turn on the light,bathroom,evening,fan,ON
18.68,66.5,76.59,29.51,1,20.78,0,open,open,1082.43,1,0,0,1013.17,good night,kitchen,night,fan,ON
26.84,62.11,59.66,39.87,0,32.39,0,open,open,501.27,1,1,0,65.43,close the door,kitchen,afternoon,fan,ON
35.98,70.07,2.1,70.04,1,83.55,0,closed,open,1530.05,1,1,1,545.74,I am leaving,kitchen,evening,fan,ON
36.57,87.89,31.37,86.45,0,271.51,1,open,closed,1484.44,1,1,0,624.18,open the window,living_room,night,fan,ON
23.87,66.7,64.03,49.24,0,232.94,0,closed,open,701.59,1,1,1,511.6,I am leaving,living_room,night,fan,ON
16.6,83.72,95.28,25.89,1,31.36,3,closed,closed,875.09,1,0,0,1799.12,I am leaving,bathroom,morning,fan,ON
19.39,48.37,1.55,55.19,0,37.25,1,closed,open,361.49,1,0,0,1661.09,start the geyser,bedroom,morning,fan,ON
38.84,32.81,73.31,14.02,0,92.13,1,open,closed,701.91,0,0,0,624.51,I am leaving,bedroom,evening,ac,ON
31.63,63.05,23.69,77.17,1,155.01,2,closed,closed,1939.46,0,1,0,219.13,good morning,living_room,evening,fan,ON
38.68,37.09,8.42,50.19,0,164.96,0,closed,open,874.31,0,0,1,397.81,open the window,bathroom,night,window,CLOSE
37.36,23.47,54.46,69.26,1,158.14,3,open,closed,1682.17,0,1,0,859.6,I am leaving,bedroom,morning,fan,ON
27.78,39.28,75.64,13.4,0,218.59,0,open,closed,1110.3,0,1,0,1898.79,good morning,bedroom,afternoon,fan,ON
39.74,47.74,20.34,41.89,0,227.91,2,closed,open,755.18,1,1,0,1521.96,open the window,bedroom,morning,fan,ON
24.57,69.13,99.3,21.78,1,280.53,2,open,closed,1404.37,1,1,1,1337.92,turn off the fan,bedroom,morning,fan,ON
20.88,60.45,10.28,84.1,1,276.61,2,closed,open,1450.78,0,1,0,1759.8,start the geyser,bedroom,night,fan,ON
37.02,53.98,5.83,21.56,1,100.36,0,closed,open,1586.63,0,1,1,120.05,I am leaving,bedroom,morning,fan,ON
37.35,67.28,8.91,66.66,0,88.39,0,closed,open,1393.35,0,0,0,1987.19,it's hot,kitchen,morning,ac,ON
30.61,36.92,82.2,54.69,1,248.65,3,closed,open,1720.88,0,0,0,100.99,close the door,bedroom,evening,window,OPEN
17.56,40.84,58.97,50.92,0,193.15,0,open,open,1261.48,0,1,0,862.57,close the door,living_room,morning,fan,ON
21.25,89.89,3.41,70.99,0,114.49,1,open,closed,432.07,0,0,0,562.37,good night,bedroom,evening,light,OFF
25.17,61.39,12.21,76.5,0,84.68,1,open,open,911.77,0,1,0,770.51,I am home,bedroom,night,fan,ON
20.81,48.11,71.85,47.21,0,122.76,0,closed,open,883.93,0,1,0,1655.55,turn off everything,bedroom,evening,fan,ON
16.9,25.52,29.21,65.14,0,144.5,3,closed,closed,1720.01,1,0,0,90.88,turn on the light,living_room,morning,fan,ON
23.35,39.79,49.83,73.46,0,231.52,1,open,open,866.35,0,0,1,1821.74,turn on the light,kitchen,afternoon,window,CLOSE
36.84,48.54,9.05,57.24,0,279.05,3,open,open,915.02,1,0,0,561.5,I am leaving,bedroom,night,fan,ON
35.17,31.71,3.9,41.9,1,167.67,3,open,closed,1728.6,0,1,0,1921.99,I am home,kitchen,morning,fan,ON
26.47,59.91,56.84,73.38,0,111.55,3,open,open,837.24,1,1,1,406.09,start the geyser,bedroom,night,fan,ON
19.83,67.25,64.47,55.75,1,124.42,2,closed,closed,1180.32,1,1,0,1362.23,turn on the light,bathroom,evening,fan,ON
21.97,64.34,60.67,32.34,1,41.6,2,closed,open,1731.82,1,1,1,328.39,good morning,bathroom,afternoon,fan,ON
37.62,45.95,43.56,71.82,1,245.09,2,closed,open,1010.16,1,1,0,1008.95,turn off the fan,kitchen,evening,fan,ON
