temperature,humidity,light_intensity,noise_level,pir_motion,person_count,door_state,window_state,co2_level,gas_leak,smoke_detected,rain_detected,voice_command,room_type,time_of_day,device,state
20.02,72.12,57.95,10.11,0,3,open,closed,689.23,1,1,1,close the aquarium_pump,kitchen,night,aquarium_pump,OFF
30.0,52.68,69.39,47.7,1,0,closed,closed,1908.89,1,1,1,turn on the music_system,living_room,night,music_system,ON
38.28,83.73,88.9,27.03,1,2,open,closed,1837.88,0,0,0,check the dehumidifier,kitchen,afternoon,dehumidifier,ON
35.27,56.14,60.63,17.23,0,0,closed,closed,1215.65,0,1,0,open the air_purifier,balcony,afternoon,air_purifier,ON
36.84,81.15,75.17,42.04,1,3,open,open,1082.2,1,1,0,switch off the refrigerator,living_room,evening,refrigerator,OFF
34.26,55.31,39.82,27.73,1,3,closed,closed,1372.68,1,0,1,deactivate the light,living_room,night,light,OFF
32.65,60.62,97.8,45.57,0,0,closed,open,1839.23,0,0,1,stop the desk_lamp,bathroom,evening,desk_lamp,OFF
28.35,83.52,87.83,24.55,1,2,closed,closed,1666.68,1,0,0,switch on the water_motor,balcony,evening,water_motor,ON
17.15,71.06,78.52,55.74,1,2,closed,open,485.38,0,0,0,activate the coffee_maker,bathroom,evening,coffee_maker,OFF
25.28,86.7,25.25,12.78,1,1,open,closed,1040.77,0,1,0,open the air_purifier,bathroom,morning,air_purifier,ON
16.78,48.02,87.32,64.19,1,1,closed,closed,916.54,0,1,1,turn off the door,living_room,night,door,OFF
40.0,88.74,99.88,76.48,0,3,open,open,1028.06,0,1,0,start the coffee_maker,bedroom,evening,coffee_maker,OFF
19.37,52.29,24.44,39.33,1,1,open,closed,1406.56,0,1,0,open the window,bathroom,evening,window,ON
25.39,68.63,95.43,62.6,1,2,closed,closed,1706.0,1,1,1,what s up with the dehumidifier,living_room,night,dehumidifier,ON
27.7,51.53,33.68,75.02,0,2,open,closed,744.49,1,1,1,status of the coffee_maker,living_room,evening,coffee_maker,OFF
29.0,37.34,31.45,34.24,0,1,closed,closed,1409.81,1,0,1,is the water_motor on,bedroom,morning,water_motor,ON
28.96,20.5,63.24,69.81,1,0,closed,open,712.34,0,0,0,what s up with the window,living_room,afternoon,window,ON
22.45,43.78,55.68,56.02,0,1,open,open,774.57,1,0,0,what s up with the refrigerator,office,night,refrigerator,ON
19.84,44.55,55.43,42.3,1,0,closed,open,1846.77,1,1,0,is the aquarium_pump off,living_room,evening,aquarium_pump,OFF
15.32,75.36,43.99,74.32,1,2,open,open,969.49,1,1,0,start the humidifier,garage,afternoon,humidifier,ON
19.67,49.67,48.83,41.31,0,3,closed,open,1546.51,0,1,0,start the air_purifier,living_room,evening,air_purifier,ON
39.6,84.23,93.61,56.05,0,1,closed,closed,1218.18,0,1,1,what s up with the fan,office,evening,fan,ON
34.47,46.28,5.86,23.87,1,2,open,open,1841.28,1,0,1,turn on the humidifier,garage,afternoon,humidifier,ON
26.49,25.48,95.05,14.3,0,2,open,closed,1050.59,1,0,1,deactivate the ac,living_room,night,ac,OFF
29.15,20.29,27.24,36.31,1,2,closed,open,924.28,1,0,0,is the water_motor off,balcony,afternoon,water_motor,OFF
25.38,73.66,84.14,42.74,0,2,open,open,1750.12,0,0,1,stop the cctv_camera,office,evening,cctv_camera,OFF
26.84,20.73,41.8,20.96,0,3,open,open,1748.62,0,0,0,turn off the aquarium_pump,bathroom,afternoon,aquarium_pump,OFF
21.79,23.82,53.42,15.55,0,1,closed,closed,1063.02,1,1,0,is the phone_charger on,office,evening,phone_charger,ON
20.54,23.06,60.34,70.55,1,2,open,open,445.59,0,0,1,activate the heater,garage,night,heater,ON
15.97,67.09,69.33,72.3,1,1,closed,closed,1883.85,1,1,1,check the refrigerator,kitchen,morning,refrigerator,ON
17.5,49.62,63.88,15.3,1,0,open,open,1547.07,0,0,1,turn off the refrigerator,living_room,morning,refrigerator,OFF
35.27,33.03,89.83,67.4,1,0,closed,open,1323.6,1,1,1,stop the fan,office,afternoon,fan,OFF
24.08,66.7,12.88,50.09,0,2,closed,open,1514.17,0,1,1,what s up with the dehumidifier,kitchen,night,dehumidifier,ON
32.36,25.2,34.77,32.07,0,1,open,closed,941.85,0,0,0,stop the desk_lamp,bedroom,afternoon,desk_lamp,OFF
24.69,46.5,78.02,66.55,1,2,closed,closed,1147.32,1,1,0,activate the humidifier,bedroom,morning,humidifier,ON
36.87,85.77,98.62,30.56,1,3,closed,closed,999.51,0,1,1,start the cctv_camera,kitchen,afternoon,cctv_camera,ON
24.77,63.5,41.85,30.78,0,3,closed,closed,723.34,0,0,1,turn on the geyser,kitchen,evening,geyser,ON
23.33,32.0,27.36,36.4,0,2,open,open,1334.86,0,0,1,close the ac,kitchen,afternoon,ac,OFF
37.34,71.52,56.04,35.35,0,1,open,open,1454.52,0,1,0,status of the ac,garage,morning,ac,ON
30.28,66.0,36.73,48.55,0,2,closed,closed,890.79,0,0,1,switch off the geyser,garage,night,geyser,OFF
19.01,87.8,64.93,49.16,0,1,open,closed,1995.77,0,0,1,stop the light,garage,morning,light,OFF
28.71,37.74,67.27,71.82,0,2,closed,closed,910.15,1,1,0,close the coffee_maker,bedroom,morning,coffee_maker,OFF
36.17,75.16,56.32,43.09,1,3,closed,closed,1947.02,1,1,1,how s the air_purifier,office,morning,air_purifier,ON
34.59,68.21,28.39,29.34,1,0,open,closed,1202.99,0,1,1,what s up with the curtain,bedroom,evening,curtain,ON
27.27,29.16,53.75,14.58,0,3,closed,closed,828.29,1,1,0,what s up with the ac,office,evening,ac,ON
20.47,65.82,36.43,13.1,1,0,closed,open,826.5,0,0,0,turn off the humidifier,kitchen,night,humidifier,OFF
28.04,25.37,52.81,25.66,1,3,closed,closed,1238.26,1,0,0,switch on the tv,kitchen,evening,tv,ON
26.36,29.95,21.37,36.66,0,3,closed,closed,1049.65,0,0,0,status of the tv,bedroom,evening,tv,ON
34.95,43.43,63.51,28.98,0,3,closed,closed,1158.86,0,0,1,status of the tv,bedroom,morning,tv,ON
34.28,43.36,20.51,51.76,0,0,open,open,544.43,1,1,0,turn on the air_purifier,bedroom,night,air_purifier,ON
15.48,64.94,48.8,73.64,0,2,open,open,1434.01,1,1,0,is the refrigerator on,kitchen,morning,refrigerator,ON
15.39,57.41,87.44,49.56,1,0,closed,open,1623.25,1,1,0,turn on the fan,balcony,evening,fan,ON
24.42,89.77,80.49,79.97,1,1,closed,open,596.39,1,0,0,close the curtain,bathroom,afternoon,curtain,OFF
20.51,46.7,67.65,59.23,0,1,open,closed,1389.67,0,1,1,switch off the heater,kitchen,afternoon,heater,OFF
32.17,30.5,48.94,39.71,0,0,closed,closed,1122.88,0,1,0,switch off the window,living_room,morning,window,OFF
23.47,62.04,40.81,72.84,1,2,open,open,1346.94,1,0,0,deactivate the curtain,kitchen,evening,curtain,OFF
23.66,73.99,77.61,55.02,1,1,open,open,406.11,0,1,0,what s up with the ac,garage,night,ac,ON
25.96,72.65,63.03,41.0,0,1,open,closed,1586.8,1,1,0,activate the geyser,bedroom,afternoon,geyser,ON
27.08,59.45,56.47,73.64,1,3,open,closed,1725.83,0,0,1,status of the aquarium_pump,kitchen,evening,aquarium_pump,ON
21.15,82.07,52.12,39.05,0,2,closed,open,1935.36,0,1,1,is the ac on,garage,evening,ac,ON
32.96,38.48,52.58,68.34,1,0,closed,closed,1317.51,1,1,0,status of the water_motor,garage,night,water_motor,ON
19.33,88.91,62.85,53.14,0,0,open,closed,1982.81,0,0,1,switch on the window,bathroom,night,window,ON
39.83,26.39,58.81,40.35,1,2,open,open,504.51,0,1,0,check the refrigerator,office,evening,refrigerator,ON
25.37,78.15,21.99,67.28,1,3,open,closed,1388.33,0,0,0,is the tv off,balcony,morning,tv,OFF
31.95,83.38,27.34,62.88,0,1,open,closed,583.9,1,0,0,switch on the coffee_maker,office,night,coffee_maker,OFF
28.06,44.09,64.87,14.85,1,0,closed,open,950.06,0,0,1,switch on the ac,bedroom,evening,ac,ON
20.11,36.32,68.1,50.42,1,1,closed,open,1264.93,1,0,1,start the water_motor,garage,evening,water_motor,ON
18.12,34.91,80.11,16.24,1,1,closed,open,1856.83,1,1,0,how s the light,balcony,night,light,ON
38.38,67.22,16.28,12.1,1,3,closed,open,1646.82,1,0,1,is the heater off,office,afternoon,heater,OFF
18.3,51.25,18.31,75.78,1,1,closed,closed,1043.53,1,1,1,turn off the window,living_room,morning,window,OFF
16.91,32.09,51.25,29.99,1,0,open,closed,836.51,1,1,1,stop the coffee_maker,living_room,evening,coffee_maker,OFF
38.78,30.98,83.14,26.53,1,0,closed,open,1120.5,0,1,1,open the light,living_room,night,light,ON
37.54,88.25,89.49,41.72,1,0,open,closed,423.67,0,1,1,open the phone_charger,living_room,night,phone_charger,ON
15.67,22.03,73.52,55.1,0,0,closed,open,672.75,1,1,0,how s the coffee_maker,kitchen,evening,coffee_maker,OFF
22.66,54.78,71.31,76.49,0,2,closed,open,998.06,0,0,0,activate the coffee_maker,living_room,evening,coffee_maker,OFF
36.97,41.59,13.15,30.13,0,2,closed,closed,1094.18,1,1,0,how s the music_system,bathroom,night,music_system,ON
31.4,42.82,31.9,50.59,0,2,closed,closed,450.55,0,1,0,close the music_system,kitchen,night,music_system,OFF
33.26,35.36,84.75,76.61,0,0,closed,closed,1135.91,1,1,0,check the water_motor,office,night,water_motor,ON
33.44,58.14,29.66,19.11,1,1,open,open,732.16,0,0,1,open the humidifier,living_room,evening,humidifier,ON
25.47,82.96,15.68,66.57,1,0,closed,open,1065.84,0,0,1,stop the geyser,garage,afternoon,geyser,OFF
25.22,73.3,26.14,27.45,1,2,open,closed,1781.41,0,0,1,turn off the air_purifier,living_room,evening,air_purifier,OFF
21.01,38.86,31.48,50.51,0,1,open,closed,994.74,1,0,0,activate the coffee_maker,balcony,evening,coffee_maker,OFF
17.83,33.07,94.87,66.81,0,3,open,closed,1894.27,0,1,1,check the cctv_camera,bathroom,morning,cctv_camera,ON
19.92,48.22,10.05,24.6,0,1,closed,closed,1376.22,1,1,1,is the curtain off,bathroom,afternoon,curtain,OFF
35.77,71.08,83.29,38.57,0,0,open,closed,1718.14,1,1,1,is the desk_lamp on,bathroom,morning,desk_lamp,ON
28.67,52.72,73.42,17.36,1,2,closed,closed,1563.18,1,1,1,switch on the phone_charger,kitchen,afternoon,phone_charger,ON
21.2,22.3,38.07,29.16,0,1,closed,closed,1733.94,0,1,1,activate the heater,garage,afternoon,heater,ON
39.56,75.52,75.5,17.86,1,2,open,closed,1828.72,1,1,1,check the refrigerator,garage,night,refrigerator,ON
38.31,72.4,97.63,69.76,0,3,closed,closed,1985.13,1,1,0,close the door,bedroom,night,door,OFF
36.86,48.61,19.46,77.72,1,0,open,open,459.39,1,1,0,deactivate the desk_lamp,office,afternoon,desk_lamp,OFF
22.56,70.9,31.62,52.48,1,3,open,closed,807.56,1,1,1,switch on the window,garage,afternoon,window,ON
30.23,33.6,87.35,18.77,0,0,closed,open,693.92,1,0,0,is the heater off,living_room,morning,heater,OFF
35.85,43.58,9.88,17.77,1,0,closed,closed,629.93,0,1,1,close the humidifier,balcony,morning,humidifier,OFF
32.99,75.64,55.26,37.06,1,1,open,closed,1276.46,0,1,0,start the water_motor,bedroom,night,water_motor,ON
17.71,66.94,38.72,66.86,0,2,open,open,1076.03,0,1,0,what s up with the door,bedroom,evening,door,ON
15.61,84.9,47.81,17.76,0,2,closed,closed,1236.37,0,0,0,status of the humidifier,garage,evening,humidifier,ON
18.42,87.91,90.82,52.39,1,2,closed,open,723.14,1,1,1,switch on the curtain,bathroom,morning,curtain,ON
17.0,81.99,50.52,15.71,0,3,open,closed,724.91,0,0,1,is the light off,bathroom,evening,light,OFF
32.01,52.62,64.54,76.55,1,3,open,closed,1749.41,1,1,0,deactivate the door,living_room,night,door,OFF
18.62,40.28,78.66,49.97,0,2,closed,closed,676.44,1,0,1,is the coffee_maker on,garage,afternoon,coffee_maker,OFF
25.83,24.6,21.02,32.06,0,3,closed,closed,1862.31,1,1,0,open the fan,office,afternoon,fan,ON
29.98,62.56,98.46,36.81,0,2,closed,open,418.35,0,0,1,switch on the aquarium_pump,balcony,morning,aquarium_pump,ON
15.4,32.11,90.9,60.18,1,3,open,closed,500.33,0,1,1,what s up with the coffee_maker,bathroom,afternoon,coffee_maker,OFF
35.26,36.72,14.26,30.94,0,0,open,closed,632.1,0,1,1,what s up with the heater,office,morning,heater,ON
28.92,42.83,38.05,66.02,0,2,open,closed,1543.46,1,0,1,open the geyser,bathroom,night,geyser,ON
21.97,52.06,67.35,63.53,0,3,open,closed,1593.04,1,1,0,is the door on,balcony,evening,door,ON
26.72,57.75,6.83,59.06,1,2,open,closed,1075.27,0,0,1,is the curtain on,balcony,night,curtain,ON
21.24,82.52,21.09,61.25,0,1,closed,closed,1933.04,0,1,0,close the dehumidifier,garage,afternoon,dehumidifier,OFF
19.35,86.97,78.63,71.55,1,1,closed,closed,1537.68,1,0,0,turn off the refrigerator,office,morning,refrigerator,OFF
26.14,48.28,47.51,62.62,1,3,open,open,1836.75,0,1,1,switch on the aquarium_pump,kitchen,afternoon,aquarium_pump,ON
22.14,38.69,52.5,61.76,1,0,closed,open,1087.26,0,0,1,what s up with the phone_charger,bathroom,night,phone_charger,ON
20.42,88.76,15.69,44.09,0,0,open,open,892.32,1,1,1,turn on the music_system,bathroom,morning,music_system,ON
34.11,39.21,60.05,35.87,1,3,closed,closed,1656.42,0,0,0,deactivate the air_purifier,living_room,afternoon,air_purifier,OFF
19.22,89.12,40.08,73.52,1,3,open,closed,482.92,0,0,1,status of the coffee_maker,living_room,evening,coffee_maker,OFF
28.76,50.08,94.85,11.25,0,1,closed,closed,1095.56,1,0,1,switch off the phone_charger,kitchen,morning,phone_charger,OFF
23.75,36.73,40.93,11.56,1,3,open,closed,1890.47,1,1,0,open the geyser,garage,night,geyser,ON
23.28,35.76,29.97,40.03,1,1,open,open,1753.85,0,0,0,switch on the aquarium_pump,kitchen,evening,aquarium_pump,ON
15.39,72.66,67.5,43.88,0,1,closed,open,1650.15,0,0,1,close the light,office,afternoon,light,OFF
23.02,40.23,40.37,23.22,1,0,closed,closed,667.65,0,0,0,switch on the air_purifier,bathroom,night,air_purifier,ON
39.3,61.96,7.71,10.09,1,2,closed,closed,1933.55,0,0,0,switch on the geyser,bedroom,evening,geyser,ON
33.07,39.55,5.62,33.37,0,0,open,closed,1430.86,0,1,1,switch on the music_system,garage,evening,music_system,ON
27.63,81.91,33.61,11.89,0,2,open,open,1125.15,0,0,0,how s the humidifier,kitchen,morning,humidifier,ON
33.2,43.4,73.9,61.51,0,1,closed,open,1415.05,1,1,1,start the window,bathroom,afternoon,window,ON
24.8,34.26,49.8,72.39,0,2,open,closed,1320.04,1,1,1,stop the curtain,living_room,night,curtain,OFF
35.46,89.44,63.0,66.99,0,0,closed,closed,1717.26,1,0,1,check the door,bedroom,evening,door,ON
31.67,53.69,98.05,76.63,0,0,open,open,1030.14,0,0,1,is the door on,office,morning,door,ON
20.93,27.97,37.95,50.42,1,0,closed,open,1751.68,0,1,0,switch off the cctv_camera,bedroom,evening,cctv_camera,OFF
39.37,34.61,46.2,15.03,0,3,closed,open,969.76,0,1,0,switch off the window,balcony,morning,window,OFF
29.52,52.25,37.29,19.18,1,3,open,closed,1297.57,0,1,0,open the desk_lamp,bedroom,evening,desk_lamp,ON
31.65,83.91,67.45,18.64,0,1,open,closed,1734.42,1,0,1,stop the fan,kitchen,evening,fan,OFF
30.61,42.4,55.32,56.65,1,2,closed,closed,1353.11,1,0,1,switch on the air_purifier,balcony,morning,air_purifier,ON
23.86,52.33,57.85,41.44,0,3,open,open,603.48,1,1,0,how s the music_system,bedroom,night,music_system,ON
21.04,62.89,18.73,38.44,0,0,closed,open,451.84,0,1,0,open the curtain,office,evening,curtain,ON
32.73,53.21,17.87,14.33,0,2,closed,open,1108.71,1,0,0,check the curtain,bedroom,afternoon,curtain,ON
25.47,69.06,69.27,37.9,1,2,open,closed,1077.05,0,0,0,is the geyser off,bathroom,evening,geyser,OFF
20.15,59.85,19.93,65.82,0,2,open,open,586.87,0,1,1,turn off the coffee_maker,balcony,night,coffee_maker,OFF
31.11,43.69,94.07,54.37,1,1,closed,closed,605.36,0,1,1,turn on the dehumidifier,office,night,dehumidifier,ON
35.45,26.86,63.98,46.72,1,2,closed,open,612.26,1,0,1,close the air_purifier,living_room,morning,air_purifier,OFF
18.4,32.43,39.41,44.55,0,1,closed,closed,989.47,1,0,1,switch off the aquarium_pump,office,evening,aquarium_pump,OFF
35.6,59.65,79.01,51.02,0,0,open,open,1930.63,1,0,1,switch on the door,living_room,morning,door,ON
24.19,84.87,16.01,66.46,0,3,open,open,1989.01,1,1,1,check the window,office,evening,window,ON
31.38,69.94,49.5,13.24,1,0,open,closed,1678.13,0,0,1,close the air_purifier,living_room,night,air_purifier,OFF
30.91,31.19,74.61,23.81,0,2,closed,closed,1952.46,1,1,0,is the curtain off,office,evening,curtain,OFF
17.51,78.46,26.84,31.67,0,1,open,closed,630.17,0,0,0,turn off the curtain,balcony,evening,curtain,OFF
16.03,63.83,73.74,73.75,1,3,open,closed,747.0,1,0,1,stop the humidifier,office,afternoon,humidifier,OFF
26.37,63.83,89.03,58.73,1,2,closed,closed,1272.25,1,1,1,activate the window,balcony,evening,window,ON
27.11,20.4,48.25,21.34,0,0,open,closed,1881.21,0,1,0,turn on the music_system,living_room,night,music_system,ON
25.65,78.86,18.96,18.02,0,3,open,closed,1228.47,1,1,1,stop the water_motor,kitchen,afternoon,water_motor,OFF
39.8,24.09,61.32,10.64,1,3,open,closed,985.7,1,0,0,turn off the ac,garage,night,ac,OFF
21.87,48.17,35.35,73.77,1,3,closed,closed,601.8,0,1,0,turn off the water_motor,bedroom,evening,water_motor,OFF
36.63,67.95,96.44,42.44,0,0,closed,open,461.77,1,1,1,is the water_motor on,garage,afternoon,water_motor,ON
27.28,87.0,15.6,25.05,1,3,open,open,998.14,1,1,0,is the refrigerator off,office,afternoon,refrigerator,OFF
37.54,34.63,59.95,48.91,1,2,open,closed,1436.78,1,1,1,status of the door,garage,evening,door,ON
22.97,34.9,75.05,71.78,0,0,closed,closed,1060.83,0,1,1,switch on the air_purifier,garage,evening,air_purifier,ON
16.12,39.29,82.91,64.93,1,1,closed,closed,941.56,1,1,0,what s up with the aquarium_pump,balcony,morning,aquarium_pump,ON
31.5,39.82,66.27,30.07,0,1,closed,open,1600.7,0,1,0,status of the dehumidifier,bedroom,afternoon,dehumidifier,ON
17.61,83.26,47.17,24.84,0,3,closed,open,774.39,1,1,0,close the aquarium_pump,garage,night,aquarium_pump,OFF
26.48,46.12,66.14,11.44,1,0,open,closed,1864.84,0,1,1,start the curtain,bedroom,morning,curtain,ON
19.85,56.25,44.3,30.65,0,3,open,closed,1854.78,1,0,1,switch on the music_system,balcony,afternoon,music_system,ON
26.89,87.05,45.23,40.53,0,2,closed,open,617.48,0,0,1,is the light off,office,night,light,OFF
26.96,83.62,98.59,32.76,0,3,open,open,1937.82,0,1,0,turn off the desk_lamp,balcony,evening,desk_lamp,OFF
15.26,23.65,54.06,15.68,1,3,closed,closed,1193.79,1,1,0,what s up with the fan,bathroom,morning,fan,ON
27.75,26.97,18.23,43.59,1,1,open,open,1767.65,1,0,0,activate the window,bathroom,evening,window,ON
18.04,88.8,26.04,27.34,0,0,open,open,1198.74,0,1,0,check the window,kitchen,night,window,ON
29.78,74.67,72.82,44.94,0,3,closed,open,1584.58,0,1,0,what s up with the light,bathroom,evening,light,ON
36.8,64.93,54.55,30.68,1,0,closed,open,1937.42,0,1,0,status of the cctv_camera,bathroom,evening,cctv_camera,ON
28.08,45.16,17.82,26.97,1,0,open,closed,940.17,1,0,0,how s the fan,balcony,night,fan,ON
28.24,42.16,84.77,30.61,1,2,open,closed,1533.97,1,1,0,what s up with the tv,living_room,afternoon,tv,ON
35.2,70.33,28.16,30.35,0,0,closed,open,1115.08,0,0,0,deactivate the desk_lamp,bedroom,evening,desk_lamp,OFF
37.73,87.29,80.06,49.62,0,2,open,open,1610.96,0,1,0,stop the aquarium_pump,bedroom,evening,aquarium_pump,OFF
21.85,49.71,63.81,30.9,0,2,open,closed,1148.97,0,0,1,open the phone_charger,bedroom,afternoon,phone_charger,ON
36.11,22.07,91.21,35.12,1,1,closed,open,833.05,0,1,0,deactivate the cctv_camera,balcony,evening,cctv_camera,OFF
31.82,78.83,95.03,18.46,0,1,closed,open,1963.39,0,1,1,start the door,office,evening,door,ON
34.26,87.48,6.98,35.61,0,2,closed,open,1966.67,1,0,0,close the humidifier,bathroom,night,humidifier,OFF
18.82,25.44,16.79,49.89,0,2,closed,closed,874.07,1,0,1,how s the water_motor,bathroom,night,water_motor,ON
27.2,48.54,85.51,57.87,0,2,open,open,968.54,0,0,0,check the heater,bedroom,afternoon,heater,ON
38.46,61.35,27.33,48.52,1,2,open,open,1774.75,1,1,0,open the tv,living_room,evening,tv,ON
26.23,59.18,81.03,61.48,0,0,open,closed,1664.79,0,0,0,activate the window,garage,night,window,ON
34.24,28.27,7.4,26.96,0,0,closed,open,502.73,1,0,1,switch on the music_system,kitchen,night,music_system,ON
35.41,75.54,7.79,47.87,0,2,open,open,1465.25,0,0,0,switch off the refrigerator,office,morning,refrigerator,OFF
27.43,65.82,30.38,34.73,1,1,open,open,804.13,1,1,0,switch on the air_purifier,living_room,morning,air_purifier,ON
27.56,73.63,61.36,23.04,1,2,open,closed,1600.67,1,0,0,status of the water_motor,bedroom,afternoon,water_motor,ON
38.74,35.39,48.52,41.24,1,1,closed,closed,1223.81,0,0,0,switch on the phone_charger,bedroom,afternoon,phone_charger,ON
34.07,76.73,45.71,68.2,1,3,closed,closed,1636.63,0,0,0,status of the door,living_room,morning,door,ON
18.43,52.8,88.48,28.53,0,2,closed,closed,571.08,0,1,0,how s the heater,bathroom,morning,heater,ON
33.95,39.32,10.75,23.57,1,0,closed,closed,1397.29,1,1,1,is the light on,living_room,morning,light,ON
25.93,75.96,13.16,38.09,1,0,open,closed,563.31,1,0,1,turn on the coffee_maker,garage,morning,coffee_maker,OFF
38.52,84.73,79.85,24.13,1,1,open,open,507.26,1,1,0,is the door off,living_room,evening,door,OFF
16.0,70.9,78.0,11.13,0,1,open,closed,1607.27,1,1,1,what s up with the window,office,afternoon,window,ON
17.45,23.12,16.65,45.7,1,0,open,closed,747.91,1,0,1,is the humidifier off,office,morning,humidifier,OFF
21.46,23.16,20.02,14.32,1,3,open,open,1532.63,0,1,0,deactivate the desk_lamp,office,afternoon,desk_lamp,OFF
28.74,24.44,15.24,53.75,1,1,open,open,428.59,0,0,0,turn on the door,office,evening,door,ON
35.36,72.35,95.86,40.74,1,2,open,open,923.67,0,1,0,is the refrigerator off,living_room,evening,refrigerator,OFF
27.61,20.62,30.08,45.19,0,3,closed,closed,1790.25,0,0,1,turn off the geyser,garage,night,geyser,OFF
20.44,68.05,57.73,31.5,0,0,closed,open,639.57,1,1,1,switch on the refrigerator,balcony,afternoon,refrigerator,ON
18.29,41.9,57.58,17.75,0,2,closed,closed,1178.19,0,0,1,switch on the window,living_room,afternoon,window,ON
22.98,87.3,31.91,58.18,1,3,closed,open,1229.54,1,0,0,turn off the aquarium_pump,living_room,afternoon,aquarium_pump,OFF
21.15,74.27,54.65,53.31,1,3,closed,open,502.12,1,0,1,open the heater,bedroom,afternoon,heater,ON
21.14,68.36,52.82,44.6,0,0,open,open,1350.76,0,1,0,is the ac off,kitchen,afternoon,ac,OFF
16.69,35.97,22.03,34.56,0,2,closed,open,1562.69,0,0,0,stop the desk_lamp,balcony,night,desk_lamp,OFF
31.38,58.56,58.25,20.0,0,1,closed,open,1351.78,0,0,1,close the tv,living_room,afternoon,tv,OFF
32.38,38.15,49.24,30.05,1,0,closed,closed,1057.5,1,0,0,deactivate the air_purifier,bedroom,afternoon,air_purifier,OFF
24.44,73.44,66.64,14.62,1,1,open,open,1398.17,0,0,0,switch on the aquarium_pump,living_room,evening,aquarium_pump,ON
17.43,58.94,82.81,13.07,1,2,open,closed,1952.32,1,0,1,switch off the aquarium_pump,living_room,afternoon,aquarium_pump,OFF
29.27,67.03,51.46,19.86,0,1,open,open,1682.48,0,0,0,open the door,balcony,morning,door,ON
38.58,55.5,45.73,72.26,1,1,closed,open,1120.32,1,0,1,stop the cctv_camera,kitchen,evening,cctv_camera,OFF
31.29,24.21,44.95,32.73,0,1,closed,open,802.31,1,0,0,what s up with the cctv_camera,living_room,afternoon,cctv_camera,ON
20.68,75.04,12.3,21.37,1,0,closed,closed,1138.7,1,1,0,turn off the air_purifier,balcony,morning,air_purifier,OFF
16.92,77.43,85.71,45.59,1,3,open,open,686.48,0,0,1,status of the phone_charger,kitchen,night,phone_charger,ON
28.41,25.43,82.18,45.48,1,1,open,closed,1655.1,1,0,1,start the dehumidifier,kitchen,evening,dehumidifier,ON
38.04,28.53,92.79,77.65,1,3,closed,closed,488.62,1,0,0,activate the water_motor,bathroom,evening,water_motor,ON
37.62,45.72,17.42,18.36,0,0,open,open,1203.39,1,1,0,what s up with the fan,office,evening,fan,ON
30.04,39.97,48.07,64.31,0,1,closed,open,1591.61,0,1,0,check the desk_lamp,bedroom,night,desk_lamp,ON
21.83,72.32,45.48,74.11,1,2,closed,open,571.89,0,0,1,open the ac,office,afternoon,ac,ON
33.72,58.91,75.0,63.02,0,0,closed,open,1341.77,1,0,1,check the music_system,garage,evening,music_system,ON
31.76,75.9,13.7,28.72,1,0,open,closed,942.87,1,1,0,how s the music_system,living_room,night,music_system,ON
22.2,41.31,50.51,63.43,0,3,closed,open,401.99,1,1,1,how s the refrigerator,garage,night,refrigerator,ON
15.54,86.12,63.21,19.01,1,3,closed,open,1532.2,0,1,0,switch off the dehumidifier,garage,night,dehumidifier,OFF
33.51,66.07,19.49,40.16,1,2,open,closed,1779.32,0,0,1,is the coffee_maker on,bathroom,afternoon,coffee_maker,OFF
29.41,75.41,95.22,37.55,1,1,closed,closed,1699.32,1,1,1,start the music_system,garage,afternoon,music_system,ON
24.11,70.94,42.01,40.49,1,2,closed,open,1733.94,1,0,1,close the refrigerator,garage,afternoon,refrigerator,OFF
29.48,85.98,95.89,24.38,1,1,open,closed,1015.35,0,1,0,is the tv on,office,night,tv,ON
16.96,88.64,9.87,53.87,1,0,open,open,716.91,0,1,0,open the coffee_maker,kitchen,afternoon,coffee_maker,OFF
18.68,49.99,17.31,19.82,0,2,closed,closed,1286.96,1,0,1,switch on the water_motor,garage,morning,water_motor,ON
25.45,31.19,77.4,58.15,1,0,open,closed,1775.93,1,1,0,what s up with the fan,bedroom,morning,fan,ON
15.08,58.32,16.83,72.48,0,0,closed,open,632.0,0,0,0,stop the door,balcony,night,door,OFF
33.72,81.82,56.39,39.34,1,3,closed,closed,969.4,0,1,0,start the dehumidifier,kitchen,night,dehumidifier,ON
19.09,60.31,36.02,26.11,1,2,open,closed,1728.62,1,0,1,check the heater,balcony,morning,heater,ON
37.49,54.25,84.03,58.93,1,2,open,open,1194.44,0,0,0,is the geyser off,living_room,evening,geyser,OFF
18.7,28.15,33.39,28.54,0,0,open,open,1792.34,0,1,1,close the heater,balcony,evening,heater,OFF
24.92,32.22,23.74,52.65,1,2,closed,closed,818.29,0,1,0,start the desk_lamp,bathroom,morning,desk_lamp,ON
23.22,30.64,93.29,27.14,1,1,closed,closed,1547.87,1,0,0,turn on the aquarium_pump,balcony,morning,aquarium_pump,ON
21.04,32.26,93.64,14.39,0,2,closed,closed,1384.17,1,1,1,status of the geyser,office,night,geyser,ON
36.77,68.02,87.47,73.78,1,1,open,open,484.24,0,1,1,check the door,balcony,afternoon,door,ON
21.66,58.45,58.32,71.15,1,1,closed,closed,556.33,0,0,1,switch on the aquarium_pump,balcony,afternoon,aquarium_pump,ON
